"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Neuron Remodeling (GO:0016322)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"C1QA"
"Nucleoside Metabolic Process (GO:0009116)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"TYMP"
"Positive Regulation Of ATP Metabolic Process (GO:1903580)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"TREM2"
"Positive Regulation Of T Cell Apoptotic Process (GO:0070234)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"LGALS9"
"Positive Regulation Of Myoblast Fusion (GO:1901741)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"CD53"
"Protein K11-linked Deubiquitination (GO:0035871)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"TNFAIP3"
"Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"LGALS9"
"Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632)","1/9",0.102160244350232,0.199294423203018,0,0,10.418776371308,23.7674447206162,"FERMT3"
"Response To Glucose (GO:0009749)","2/46",0.10386669425455,0.201760223983279,0,0,3.79776579352851,8.60059886561487,"UCP2;LCP1"
"Epithelial Cell Migration (GO:0010631)","2/46",0.10386669425455,0.201760223983279,0,0,3.79776579352851,8.60059886561487,"ZEB2;LPXN"
"Vacuolar Transport (GO:0007034)","2/46",0.10386669425455,0.201760223983279,0,0,3.79776579352851,8.60059886561487,"GRN;PSAP"
"Homotypic Cell-Cell Adhesion (GO:0034109)","2/46",0.10386669425455,0.201760223983279,0,0,3.79776579352851,8.60059886561487,"PLEK;FERMT3"
"Positive Regulation Of Epithelial Cell Migration (GO:0010634)","3/95",0.104288491302464,0.202364051208185,0,0,2.72941720629047,6.17010488421094,"GRN;GLIPR2;CTSH"
"Cognition (GO:0050890)","2/47",0.107666678053918,0.208254528918713,0,0,3.71318267419962,8.27562643861228,"C5AR1;HLA-DRA"
"Positive Regulation Of TOR Signaling (GO:0032008)","2/47",0.107666678053918,0.208254528918713,0,0,3.71318267419962,8.27562643861228,"TREM2;NCKAP1L"
"Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)","2/47",0.107666678053918,0.208254528918713,0,0,3.71318267419962,8.27562643861228,"HMOX1;AIF1"
"Cellular Response To Mechanical Stimulus (GO:0071260)","2/48",0.111503347833902,0.208548306272093,0,0,3.63227708179808,7.96812864296354,"PTGER4;TLR4"
"Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)","3/98",0.111762502085463,0.208548306272093,0,0,2.64282194848824,5.79142498448247,"SYK;ACSL1;UCP2"
"N-acetylneuraminate Metabolic Process (GO:0006054)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"NPL"
"Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"TREM2"
"Alpha-Amino Acid Biosynthetic Process (GO:1901607)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"BCAT1"
"Regulation Of Melanin Biosynthetic Process (GO:0048021)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"ZEB2"
"Arginine Metabolic Process (GO:0006525)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SLC39A8"
"Basement Membrane Organization (GO:0071711)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CTSS"
"Branched-Chain Amino Acid Transport (GO:0015803)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SLC7A8"
"Regulation Of Respiratory Burst (GO:0060263)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CLEC7A"
"Cellular Response To Interleukin-12 (GO:0071349)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SIRPA"
"Cellular Response To Type III Interferon (GO:0071358)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"IFNGR1"
"Response To Prostaglandin E (GO:0034695)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PTGER4"
"Response To Sterol (GO:0036314)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CCL3"
"Diol Metabolic Process (GO:0034311)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SGPP1"
"Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CCL3"
"Signal Release (GO:0023061)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"TGM2"
"Surfactant Homeostasis (GO:0043129)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CTSH"
"Type III Interferon-Mediated Signaling Pathway (GO:0038196)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"IFNGR1"
"Glycine Transport (GO:0015816)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SLC7A8"
"Monocyte Differentiation (GO:0030224)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"CSF1R"
"Negative Regulation Of Adenylate Cyclase Activity (GO:0007194)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"GNAI2"
"Negative Regulation Of Glycolytic Process (GO:0045820)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"FBP1"
"Negative Regulation Of Interferon-Beta Production (GO:0032688)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SIRPA"
"Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"LGALS9"
"Negative Regulation Of Response To Cytokine Stimulus (GO:0060761)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PTPRC"
"Negative Regulation Of Sprouting Angiogenesis (GO:1903671)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"ALOX5"
"Neuron Projection Maintenance (GO:1990535)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PRNP"
"Positive Regulation Of Actin Filament Depolymerization (GO:0030836)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PLEK"
"Positive Regulation Of Bone Resorption (GO:0045780)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"SYK"
"Positive Regulation Of Cellular Senescence (GO:2000774)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"B2M"
"Positive Regulation Of Defense Response To Bacterium (GO:1900426)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"GRN"
"Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"NCF1"
"Positive Regulation Of Integrin Activation (GO:0033625)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PLEK"
"Positive Regulation Of Interleukin-13 Production (GO:0032736)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"LGALS9"
"Positive Regulation Of Lipid Localization (GO:1905954)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"LCP1"
"Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"TLR4"
"Positive Regulation Of Protein Depolymerization (GO:1901881)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PLEK"
"Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"LGALS9"
"Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"TREM2"
"Protein Kinase C Signaling (GO:0070528)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PLEK"
"Regulation Of B Cell Apoptotic Process (GO:0002902)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"LYN"
"Regulation Of Axon Regeneration (GO:0048679)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"GRN"
"Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664)","1/10",0.112849330203156,0.208548306272093,0,0,9.26066572902016,20.2040102661932,"PRNP"
"Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)","2/49",0.115375301872347,0.212785187679638,0,0,3.55481428056257,7.67685239415442,"PLAUR;NAIP"
"Regulation Of Cell Communication (GO:0010646)","2/49",0.115375301872347,0.212785187679638,0,0,3.55481428056257,7.67685239415442,"SLC8A1;TYMP"
"Regulation Of Interferon-Beta Production (GO:0032648)","2/50",0.119281166276902,0.219102565245789,0,0,3.4805790960452,7.40065728725666,"SIRPA;TLR4"
"Blood Circulation (GO:0008015)","2/50",0.119281166276902,0.219102565245789,0,0,3.4805790960452,7.40065728725666,"C3AR1;OLR1"
"Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)","2/50",0.119281166276902,0.219102565245789,0,0,3.4805790960452,7.40065728725666,"NCKAP1L;SGK1"
"Pyruvate Metabolic Process (GO:0006090)","2/50",0.119281166276902,0.219102565245789,0,0,3.4805790960452,7.40065728725666,"HK3;UCP2"
"Regulation Of Protein Secretion (GO:0050708)","3/102",0.122035207062804,0.220257258867589,0,0,2.53552546744036,5.3333401249904,"ALOX5;ADAM8;TREM2"
"Cholesterol Transport (GO:0030301)","2/51",0.123219594686157,0.220257258867589,0,0,3.40937391905915,7.1385034470295,"MSR1;NPC2"
"Regulated Exocytosis (GO:0045055)","2/51",0.123219594686157,0.220257258867589,0,0,3.40937391905915,7.1385034470295,"LYN;PLEK"
"Golgi To Lysosome Transport (GO:0090160)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"LAPTM5"
"Actin Crosslink Formation (GO:0051764)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"LCP1"
"Regulation Of Response To Oxidative Stress (GO:1902882)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"ALOX5"
"Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"LYN"
"Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"ARRB2"
"Endosomal Lumen Acidification (GO:0048388)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"ATP6V1F"
"Sphingoid Metabolic Process (GO:0046519)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"SGPP1"
"Erythrocyte Development (GO:0048821)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"NCKAP1L"
"Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"GLUL"
"Intracellular Copper Ion Homeostasis (GO:0006878)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"PRNP"
"Macrophage Chemotaxis (GO:0048246)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"CCL3"
"Mitochondrial Genome Maintenance (GO:0000002)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"TYMP"
"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"LGALS9"
"Negative Regulation Of Amyloid Fibril Formation (GO:1905907)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"TREM2"
"Negative Regulation Of Bone Remodeling (GO:0046851)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"TNFAIP3"
"Negative Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070885)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"PRNP"
"Negative Regulation Of Calcineurin-Mediated Signaling (GO:0106057)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"PRNP"
"Negative Regulation Of Cell Division (GO:0051782)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"TXNIP"
"Negative Regulation Of Cyclase Activity (GO:0031280)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"GNAI2"
"Negative Regulation Of Leukocyte Apoptotic Process (GO:2000107)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"HCLS1"
"Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"SLAMF8"
"Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"LILRB2"
"Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"TNFAIP3"
"Positive Regulation Of Myelination (GO:0031643)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"ITGAX"
"Regulation Of Actin Filament Depolymerization (GO:0030834)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"PLEK"
"Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)","1/11",0.123411687808485,0.220257258867589,0,0,8.33417721518987,17.4370110709659,"PRNP"
"Rho Protein Signal Transduction (GO:0007266)","2/52",0.127189267676792,0.226334852919481,0,0,3.34101694915254,6.88944090701815,"ARHGDIB;ARHGAP4"
"Regulation Of Protein Localization To Nucleus (GO:1900180)","2/52",0.127189267676792,0.226334852919481,0,0,3.34101694915254,6.88944090701815,"GLUL;LILRB4"
"Regulation Of Cell Development (GO:0060284)","2/52",0.127189267676792,0.226334852919481,0,0,3.34101694915254,6.88944090701815,"GRN;SLAMF8"
"Lysosomal Transport (GO:0007041)","3/105",0.129958089329153,0.229887227238048,0,0,2.46057571964956,5.02091122574788,"GRN;PSAP;LAPTM5"
"Negative Regulation Of Cell Migration (GO:0030336)","4/163",0.13027859063387,0.229887227238048,0,0,2.10750954147181,4.29527329204014,"CD74;ARHGDIB;HMOX1;ARHGAP4"
"Actin Cytoskeleton Reorganization (GO:0031532)","2/53",0.131188892399653,0.229887227238048,0,0,3.27534064473247,6.65260028586473,"PLEK;GRB2"
"Carboxylic Acid Transport (GO:0046942)","2/53",0.131188892399653,0.229887227238048,0,0,3.27534064473247,6.65260028586473,"SLC7A8;PSAP"
"Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)","2/53",0.131188892399653,0.229887227238048,0,0,3.27534064473247,6.65260028586473,"PTPRC;IL10RA"
"Endosome Organization (GO:0007032)","2/53",0.131188892399653,0.229887227238048,0,0,3.27534064473247,6.65260028586473,"SNX10;ATP6V1F"
"Protein Homotetramerization (GO:0051289)","2/53",0.131188892399653,0.229887227238048,0,0,3.27534064473247,6.65260028586473,"SAMHD1;B2M"
"C4-dicarboxylate Transport (GO:0015740)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"UCP2"
"MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"TLR4"
"Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"OSM"
"Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"ITGB2"
"Biogenic Amine Metabolic Process (GO:0006576)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"HNMT"
"Calcium Ion Import (GO:0070509)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"SLC8A1"
"Cell Projection Assembly (GO:0030031)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"NCKAP1L"
"Cell-Cell Junction Maintenance (GO:0045217)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CSF1R"
"Regulation Of Sensory Perception (GO:0051931)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CCL3"
"Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"HMOX1"
"Relaxation Of Cardiac Muscle (GO:0055119)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"SLC8A1"
"Response To Iron Ion (GO:0010039)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"B2M"
"Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"PLXNC1"
"Endothelium Development (GO:0003158)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"PECAM1"
"Triglyceride Catabolic Process (GO:0019433)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"LCP1"
"Granulocyte Differentiation (GO:0030851)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"LYN"
"Macrophage Migration (GO:1905517)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CCL3"
"Negative Regulation By Host Of Viral Process (GO:0044793)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CCL8"
"Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"PLEK"
"Negative Regulation Of Complement Activation (GO:0045916)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"VSIG4"
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CD74"
"Negative Regulation Of Mononuclear Cell Migration (GO:0071676)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"SLAMF8"
"Neutrophil Mediated Immunity (GO:0002446)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"VAMP8"
"Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"SLC11A1"
"Positive Regulation Of T-helper Cell Differentiation (GO:0045624)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"CD86"
"Positive Regulation Of Neuroinflammatory Response (GO:0150078)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"TREM2"
"Positive Regulation Of Protein Localization To Cell Surface (GO:2000010)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"TYROBP"
"Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"TREM2"
"Regulation Of Actomyosin Structure Organization (GO:0110020)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"PTGER4"
"Regulation Of Cell Communication By Electrical Coupling (GO:0010649)","1/12",0.133848813227416,0.229887227238048,0,0,7.57614115841964,15.2359560645734,"SLC8A1"
"Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)","2/54",0.135217202101237,0.231366019355213,0,0,3.21219035202086,6.4271845896347,"TNFAIP3;HMOX1"
"Epidermal Cell Differentiation (GO:0009913)","2/54",0.135217202101237,0.231366019355213,0,0,3.21219035202086,6.4271845896347,"ASAH1;TXNIP"
"Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)","2/54",0.135217202101237,0.231366019355213,0,0,3.21219035202086,6.4271845896347,"TNFAIP3;ARRB2"
"Negative Regulation Of Protein Ubiquitination (GO:0031397)","2/54",0.135217202101237,0.231366019355213,0,0,3.21219035202086,6.4271845896347,"TNFAIP3;ARRB2"
"Purine Ribonucleotide Biosynthetic Process (GO:0009152)","2/55",0.139272955745437,0.237965452858279,0,0,3.1514230892229,6.21246198080828,"AMPD2;AMPD3"
"Phosphorylation (GO:0016310)","8/429",0.141081522135581,0.237965452858279,0,0,1.59793452442425,3.12942275193508,"LYN;FGR;HK3;SYK;GMFG;SGK1;HCST;CSF2RA"
"Protein Modification Process (GO:0036211)","12/711",0.142823390262316,0.237965452858279,0,0,1.44806107334118,2.81813891022106,"LYN;FGR;PTPRC;SYK;GMFG;ST8SIA4;ST3GAL5;PTPN6;SGK1;HCST;CSF2RA;TGM2"
"Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)","2/56",0.143354937465608,0.237965452858279,0,0,3.09290646578782,6.00775939051091,"ALOX5;GRB2"
"Positive Regulation Of Cellular Metabolic Process (GO:0031325)","2/56",0.143354937465608,0.237965452858279,0,0,3.09290646578782,6.00775939051091,"GRB2;B2M"
"Regulation Of Humoral Immune Response (GO:0002920)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"FCGR2B"
"T Cell Differentiation In Thymus (GO:0033077)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"PTPRC"
"Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CD74"
"acyl-CoA Biosynthetic Process (GO:0071616)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"PPT1"
"Regulation Of Macrophage Cytokine Production (GO:0010935)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"LAPTM5"
"Regulation Of Myoblast Fusion (GO:1901739)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CD53"
"Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"TLR4"
"Regulation Of Oxidoreductase Activity (GO:0051341)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"SLAMF8"
"Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"FCGR2B"
"Regulation Of Trophoblast Cell Migration (GO:1901163)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"ARHGDIB"
"Relaxation Of Muscle (GO:0090075)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"SLC8A1"
"Response To Chemokine (GO:1990868)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"DOCK8"
"Sodium-Independent Organic Anion Transport (GO:0043252)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"SLCO2B1"
"Sphingoid Biosynthetic Process (GO:0046520)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"ASAH1"
"Sphingosine Biosynthetic Process (GO:0046512)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"ASAH1"
"Substrate-Dependent Cell Migration (GO:0006929)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"PTPRC"
"Interleukin-6-Mediated Signaling Pathway (GO:0070102)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"SPI1"
"Lipid Oxidation (GO:0034440)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"ALOX5"
"Membrane Depolarization During Action Potential (GO:0086010)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"SLC8A1"
"Mitochondrial Fission (GO:0000266)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"UCP2"
"Myeloid Dendritic Cell Activation (GO:0001773)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"DOCK2"
"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CD74"
"Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"TREM2"
"Negative Regulation Of T Cell Differentiation (GO:0045581)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"LILRB4"
"Negative Regulation Of Cell Activation (GO:0050866)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"TREM2"
"Negative Regulation Of Lyase Activity (GO:0051350)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"GNAI2"
"Negative Regulation Of Secretion (GO:0051048)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"VAMP8"
"Neuromuscular Process Controlling Balance (GO:0050885)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"TPP1"
"Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CLEC7A"
"Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"HLA-DRB1"
"Positive Regulation Of Macrophage Chemotaxis (GO:0010759)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CSF1R"
"Positive Regulation Of Type 2 Immune Response (GO:0002830)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CD86"
"Regulation Of T-helper 17 Type Immune Response (GO:2000316)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"CLEC7A"
"Regulation Of Cell Projection Organization (GO:0031344)","1/13",0.144162184982675,0.237965452858279,0,0,6.94444444444444,13.4501133929646,"TREM2"
"Small GTPase Mediated Signal Transduction (GO:0007264)","3/112",0.149115390121926,0.245919052063647,0,0,2.30173726332227,4.38028621016337,"DOK2;ARHGAP18;GRB2"
